customer,age,occupation,regiontype,marriagestatus,children,income,numhandsets,handsetage,smartphone,currenthandsetprice,creditrating,homeowner,creditcard,avgbill,avgmins,avgrecurringcharge,avgoverbundlemins,avgroamcalls,callminuteschangepct,billamountchangepct,avgreceivedmins,avgoutcalls,avgincalls,peakoffpeakratio,peakoffpeakratiochangepct,avgdroppedcalls,lifetime,lastmonthcustomercarecalls,numretentioncalls,numretentionoffersaccepted,newfrequentnumbers,churn_dum1,churn_dum2,churn
1032197,34, professional, suburban, no, false,4,1,565, true,0, C, false,true,30.27,8.25,30,0,0,-.064999998,-.0054000001,0,.33000001,0,1.4925373,-16.611118,.33000001,19,0,0,0,0,1,0,0
1032215,30, , suburban, no, false,6,1,673, true,0, B, true,true,29.309999,94.75,30,0,.81,-1.075,.0044,2.54,5.6700001,0,3.5470669,4.3950095,5,23,.33000001,0,0,0,1,0,0
1032236,38, , , no, false,3,4,122, true,149.99001, D, true,true,33.919998,224.75,29.99,10.25,0,-.53500003,-.051600002,33.66,2,.67000002,.95020539,-7.9508786,6,25,4.3299999,0,0,0,1,0,0
1032249,24, , , unknown, false,0,2,399, true,29.99, E, true,false,47.119999,277.25,45.16,0,0,2.8150001,.057399999,100.76,3.3299999,.67000002,2.4324942,7.8497229,.33000001,19,1.33,0,0,0,1,0,0
1032265,0, , , unknown, false,0,1,673, true,0, D, true,false,30.24,64,39.990002,0,0,.41999999,.0148,5.7800002,4.6700001,.67000002,1.8574491,.24933305,1.67,23,0,0,0,2,1,0,0
1032284,42, , , yes, false,8,1,734, true,0, A, false,true,10.3,2,10,.75,0,0,-.0060000001,0,1,0,1,-4.1122656,0,25,0,0,0,0,1,0,0
1032297,58, , suburban, no, false,9,3,5, true,29.99, B, false,true,75.529999,62.5,24.110001,.25,13.83,1.79,2.6259999,0,0,0,0,1.9187317,0,25,0,0,0,0,1,0,0
1032308,0, , , unknown, false,0,2,105, true,29.99, D, true,false,56.68,566.5,39.990002,20.25,0,4.9099998,.2728,187.47,44.669998,18.33,1.4684541,-9.9498587,11.33,19,.67000002,0,0,0,1,0,0
1032328,48, professional, suburban, yes, false,6,2,153, true,9.9899998, B, false,true,30,97.75,30,0,0,.045000002,0,.40000001,1.33,.33000001,.94003528,-4.8599048,4,25,0,0,0,0,1,0,0
1032348,30, , suburban, no, true,8,2,17, true,29.99, A, false,true,40.68,71.75,42.490002,.25,0,.745,-.0062000002,2.6400001,9.3299999,1,1.70609,-3.2386296,2.6700001,23,0,0,0,3,1,0,0
1032370,50, , suburban, yes, false,7,3,383, true,29.99, B, false,true,71.989998,354,37.650002,89.75,0,-3.6600001,-.60039997,18.690001,57.669998,1.33,1.9846576,4.4554882,7,23,0,0,0,3,1,0,0
1032387,0, , , no, false,1,3,285, true,79.989998, E, true,false,25.190001,259.5,35.689999,0,0,-5.1900001,-.50379997,4.8299999,0,.33000001,.32391879,-1.4370061,.33000001,19,4.3299999,0,0,0,1,0,0
1032404,54, , , yes, false,9,3,54, false,199.99001, B, false,true,42.009998,52,30,0,0,-.88,.5194,5.73,0,0,2.9962547,13.02811,1.33,19,0,0,0,0,1,0,0
1032414,42, , suburban, yes, true,7,4,175, true,99.989998, B, false,true,37.200001,624,35.990002,0,.38999999,-2.5999999,.0154,72.260002,60.669998,7.6700001,1.7190409,10.838474,6,19,0,0,0,0,1,0,0
1032447,54, , , yes, false,5,1,626, true,0, B, false,true,32.16,306,30,4.75,0,-.1,-.043200001,1.23,3.3299999,0,1.0576868,7.1214566,5,21,18,0,0,0,1,0,0
1032464,28, professional, suburban, no, true,2,2,88, true,29.99, D, false,true,63.450001,815.75,48.830002,50.5,3.4300001,3.5250001,.69019997,157.64999,68.669998,12.67,.89904088,-.91961432,30.33,21,0,0,0,0,1,0,0
1032483,58, professional, suburban, unknown, true,7,1,564, true,0, B, false,true,33.830002,244.75,30,4,1.16,2.0250001,.035399999,28.540001,20,1.33,.46753246,-.1089246,15.33,19,0,0,0,0,1,0,0
1032502,0, , suburban, unknown, false,0,2,597, true,29.99, G, true,false,40.939999,388.5,30,21.25,0,-1.77,-.1538,170.39,24,3.6700001,.42811278,-17.242846,14.33,21,0,0,0,2,1,0,0
1032517,32, clerical, , no, false,4,2,532, true,79.989998, B, false,true,47.77,405.5,44.990002,36.5,0,.69,-.21359999,45.02,19,1.33,2.756875,-1.594647,9,23,0,0,0,0,1,0,0
1032539,56, , suburban, unknown, true,9,2,74, true,79.989998, B, false,true,36.5,93.5,39.990002,0,5.02,-.91000003,-.030200001,5.6700001,9.6700001,2.6700001,1.7,11.807149,2,23,0,0,0,0,1,0,0
1032561,52, professional, , yes, true,9,4,291, true,129.99001, B, false,true,51.75,953,59.990002,0,0,-.14,.0854,327.17999,59,20.33,.30197492,13.147194,4.3299999,25,0,0,0,0,1,0,0
1032590,30, , , unknown, false,9,2,321, true,29.99, B, false,true,43.080002,608,49.43,7.5,.2,.41999999,-.061799999,72.150002,76,12,1.2216405,-3.1162882,19.67,23,.33000001,0,0,0,1,0,0
1032598,0, , , unknown, false,0,1,461, false,0, C, true,false,30.25,92,30,0,0,-.16,-.0049999999,17.110001,6,0,1.63,-.55419886,0,25,0,0,0,0,1,0,0
1032606,42, , rural, unknown, false,4,2,434, true,29.99, B, true,true,59.73,996.5,44.990002,51.5,6.2199998,-1.29,-.28479999,269.04001,45.669998,40.330002,.85716945,16.119192,3.6700001,23,7,0,0,0,1,0,0
1032632,30, student, town, yes, false,6,1,564, true,0, B, false,true,33.540001,69,44.990002,0,0,.22,-.0060000001,3.97,5.3299999,1,6.665,11.256454,.67000002,19,0,0,0,0,1,0,0
1032647,40, professional, town, unknown, true,8,3,27, true,199.99001, E, false,true,81.489998,1506.5,84.989998,9.5,.2,2.1500001,.105,396.63,57.669998,5.6700001,1.8201218,.57142782,37.669998,19,3.3299999,0,0,0,1,0,0
1032668,50, professional, , yes, false,6,1,733, true,0, B, false,true,34.990002,520.5,44.990002,0,0,-1.0700001,0,.38,18.67,0,1.4451727,-10.457982,1.67,25,8,0,0,1,1,0,0
1032695,44, professional, town, yes, true,5,1,626, true,0, B, false,true,33.43,378.25,29.99,1.5,0,-.98500001,-.0089999996,126.43,30.33,9.3299999,2.2689474,-3.6833687,11.33,21,3.3299999,0,0,0,1,0,0
1032708,42, professional, suburban, yes, false,8,2,14, true,59.990002, B, false,true,156.16,628.25,30,272.5,4.0599999,-3.7850001,.020199999,195.89999,27.67,6.6700001,3.6567647,-13.009377,10,25,0,0,0,0,1,0,0
1032719,52, , , yes, false,6,1,672, true,0, B, false,true,30,155.75,30,0,0,.78500003,0,21.68,4.6700001,4,4.2365403,-1.6454287,1.67,23,.33000001,0,0,0,1,0,0
1032750,30, , , no, false,5,1,563, false,0, B, false,true,37.98,153.5,29.99,0,0,-1.55,.064999998,10.63,5,2.6700001,.85243481,3.3719995,5.3299999,19,1.67,0,0,0,1,0,0
1032773,58, professional, suburban, yes, false,8,1,732, true,0, B, false,true,30,150.75,30,0,0,-.59500003,0,3.6600001,6.3299999,.33000001,5.6666665,-7.0381427,0,25,0,0,0,0,1,0,0
1032795,38, professional, suburban, yes, true,9,2,375, false,29.99, A, false,true,31.370001,85,30,0,.36000001,-.02,.025,10.11,1,0,1.4501126,5.5274973,2.3299999,19,0,0,0,0,1,0,0
1032803,38, , suburban, unknown, false,6,3,339, true,149.99001, B, false,true,48.459999,66,58.459999,0,0,-1.3200001,-.16940001,6.3400002,5.6700001,1.67,3.0023096,2.6132939,1.33,23,0,0,0,0,1,0,0
1032824,0, , suburban, unknown, false,0,3,87, true,9.9899998, F, true,false,50.889999,156,39.990002,4.25,0,1.08,-.1982,8.6599998,8,0,1.8726479,-4.4130545,4.3299999,25,0,0,0,0,1,0,0
1032847,54, , unknown, yes, false,8,2,251, true,29.99, B, false,true,56.990002,926.5,59.990002,17.5,0,-.20999999,-.108,207.67999,27.67,3.6700001,1.475618,-1.7032143,11.33,23,22,0,0,0,1,0,0
1032863,50, crafts, suburban, yes, true,8,1,563, true,0, B, false,true,54.169998,209,30,0,23.68,1.12,-.025800001,8.8199997,4.6700001,1.67,5.5813584,6.42136,3.6700001,19,0,0,0,0,1,0,0
1032885,50, , , yes, true,7,2,154, true,79.989998, B, false,true,46.200001,869.5,45,4.5,0,.56999999,-.024,190.22,78.669998,40,5.9266477,-11.395252,40.669998,23,4,0,0,0,1,0,0
1032892,0, , , unknown, false,0,4,269, true,9.9899998, G, true,false,30.280001,79,29.24,.5,.38999999,.77999997,.037999999,22.92,4.3299999,.33000001,1,3.914773,7.6700001,21,0,0,0,0,1,0,0
1032910,54, professional, suburban, yes, true,9,5,165, true,149.99001, C, false,true,37.16,71,29.99,0,2.1800001,-.02,-.0436,16.77,5,0,1.0697837,-5.4641418,.67000002,21,0,0,0,0,1,0,0
1032931,24, professional, suburban, no, false,3,1,625, true,0, C, false,true,30,35.75,30,0,0,.94499999,0,.74000001,2.3299999,1,1.5714285,-16.518673,2,21,0,0,0,0,1,0,0
1032949,64, professional, suburban, yes, false,5,7,88, true,129.99001, B, false,true,39.02,147.75,30,0,0,2.4849999,-.1804,14.56,7,1.67,2.3670001,-5.3948331,1.67,19,0,0,0,0,1,0,0
1032972,56, , suburban, no, false,3,1,563, true,0, D, false,true,123.51,622.25,37.830002,237.75,1.65,6.2350001,2.0538001,226.44,16,2,.93193877,11.075047,7.6700001,19,6.3299999,0,0,0,1,0,0
1032986,54, , suburban, yes, true,4,1,563, true,0, D, false,true,31.610001,175.75,40.490002,0,.63999999,-1.375,.067599997,40.310001,8,0,1.6575676,9.5224609,3,19,0,0,0,0,1,0,0
1033033,0, , , unknown, false,0,1,625, true,0, B, true,false,83.589996,452.75,30,100,7.9499998,-2.9549999,-.91339999,24.440001,8,0,2.9634578,-4.3659492,11.67,21,0,0,0,0,1,0,0
1033043,0, , suburban, unknown, false,0,2,613, true,59.990002, C, true,false,18.139999,178.75,15.24,6.75,0,-3.575,-1.0012,25.57,6.3299999,1.33,.58763158,-8.8299379,3,21,.33000001,0,0,0,1,0,0
1033053,28, , , no, false,0,1,563, true,0, B, true,false,38.720001,271.75,30,25,.95999998,-.375,-.2044,47.720001,9,1.33,.6857143,9.2399979,2.6700001,19,0,0,0,0,1,0,0
1033067,0, , , no, false,8,1,625, false,0, D, false,true,96.610001,424.75,28.07,181.5,0,-7.1950002,-.7324,59.279999,12,2.3299999,.73333335,7.1185455,12.33,21,.33000001,0,0,0,1,0,0
1033083,60, professional, town, yes, false,6,2,591, true,29.99, D, false,true,60.869999,544,59.990002,31.5,.44,-.46000001,-.178,123.2,19.33,4.6700001,2.3456872,-2.9885101,7.3299999,23,0,0,0,0,1,0,0
1033099,38, , , no, false,4,2,543, true,29.99, B, true,true,37.709999,145.25,31.99,0,0,.47499999,-.034400001,46.369999,14.67,0,1.75,12.878588,3.3299999,18,0,0,0,0,1,0,0
1033112,0, , suburban, unknown, false,0,1,670, true,0, B, true,false,30.959999,117,30,0,.72000003,-.41999999,-.019200001,1.8200001,4,0,1.9309142,-8.143795,5,23,0,0,0,1,1,0,0
1033129,0, , , unknown, false,0,5,38, true,9.9899998, E, true,false,75.18,414.5,29.99,79.75,0,-3.3699999,-.139,81.129997,30,4.6700001,2.3672881,-15.125416,6.3299999,18,0,0,0,0,1,0,0
1033138,30, , suburban, yes, false,6,1,624, true,0, C, false,true,30.25,32.75,30,0,0,.025,-.0049999999,.60000002,3,.67000002,1.734,.47079477,5,21,0,0,0,0,1,0,0
1033150,44, , , yes, false,6,1,731, false,0, B, false,true,30.940001,110.25,29.99,0,0,-.405,-.018999999,8.5299997,9.6700001,0,1.4743264,-15.575779,1.67,25,0,0,0,0,1,0,0
1033189,0, , , unknown, false,0,5,41, true,79.989998, E, true,false,53.52,437.67001,31.99,24.67,0,6.3466001,.32139999,71.230003,66.330002,3.6700001,1.1136751,20.247484,8.3299999,23,5,0,0,3,1,0,0
1033222,46, , , unknown, false,7,2,559, true,29.99, B, false,false,17.15,5,16.99,0,0,-.02,-.0031999999,0,0,0,.49812734,14.012511,0,18,0,0,0,0,1,0,0
1033245,0, , rural, unknown, false,0,4,281, true,59.990002, F, true,false,40.889999,1361.25,30,28.25,0,2.2950001,-.2058,308.42999,208.33,70,.40282321,3.3554549,14.33,22,2.6700001,0,0,0,1,0,0
1033269,50, , , unknown, false,9,1,668, true,0, B, false,true,77.470001,1182,85.190002,16,0,-1.46,-.0298,375.22,43.669998,8.6700001,1.8192184,-4.7886295,11.67,22,0,0,0,2,1,0,0
1033284,36, , , unknown, false,6,2,390, true,29.99, E, false,true,167.2,870.5,24.58,464.25,0,-17.41,-3.3440001,153.39,43.669998,16,4.4288774,6.3215308,20,22,1.67,0,0,2,1,0,0
1033305,46, clerical, , yes, true,5,2,630, true,59.990002, E, false,true,55.41,1299.75,47.169998,72.5,0,-6.5549998,-.15620001,425.44,113.33,49.669998,.46271402,16.310135,28,22,3,0,0,0,1,0,0
1033325,0, , , unknown, false,0,1,668, true,0, B, true,false,51.529999,210.75,29.99,51.5,0,-2.335,-.36579999,11.55,1.33,0,4.154645,.99564451,4,22,0,0,0,0,1,0,0
1033338,0, , suburban, unknown, false,6,3,194, true,79.989998, D, false,true,40.560001,149,44.990002,0,0,1.3200001,.068599999,29.18,15.67,2.6700001,1.8495685,17.376394,5.6700001,18,0,0,0,0,1,0,0
1033365,68, , t, yes, false,3,1,667, true,0, B, false,true,56.75,503.75,62.330002,1.25,0,1.705,-.32839999,41.59,33,10.67,3.3808572,-.84769487,15.33,22,3.6700001,0,0,0,1,0,0
1033388,0, , suburban, unknown, false,6,2,236, true,29.99, C, false,true,60.950001,661.75,32.490002,86.75,0,.76499999,.39179999,191.42,25.67,48.669998,1.1780468,-10.470231,10,18,0,0,0,0,1,0,0
1033420,0, , suburban, unknown, false,0,7,153, true,79.989998, C, true,false,90.379997,752.25,59.990002,130.5,0,-2.085,-.78799999,212.83,44,19,2.4047143,6.5665684,8,22,.33000001,1,0,3,1,0,0
1033426,26, , , no, false,7,1,667, true,0, A, true,true,16.99,10.5,16.99,0,0,.0099999998,0,.41,0,0,9.4477615,9.0707445,.33000001,22,0,0,0,0,1,0,0
1033448,58, , , unknown, false,4,2,174, true,59.990002, B, false,false,46.25,334.25,32.490002,25,0,-.88499999,-.1504,96.889999,20,1.33,.82576382,-2.0483303,4.6700001,22,0,0,0,0,1,0,0
1033461,0, , , unknown, false,0,3,322, true,99.989998, B, true,false,62.790001,853.5,59.990002,29.5,0,5.29,.51700002,416.64001,50.669998,17.33,1.00255,20.305374,6.6700001,18,0,0,0,0,1,0,0
1033482,0, , , unknown, false,0,2,337, true,29.99, B, true,false,30.639999,382.5,29.74,.5,.25999999,2.6500001,-.013,12.81,7.3299999,2.6700001,.612872,-7.0760398,3.3299999,22,9,0,0,0,1,0,0
1033512,48, , town, unknown, true,9,1,727, true,0, B, false,true,50,0,50,0,0,0,0,0,0,0,0,2.341918,0,24,0,0,0,0,1,0,0
1033529,0, , suburban, unknown, false,0,2,92, true,79.989998, B, true,false,51.349998,822.75,55.209999,0,.1,-.73500001,.072999999,176.72,12,0,7.8727722,-1.3805027,19,24,.33000001,1,0,0,1,0,0
1033554,44, professional, t, yes, true,7,1,727, true,0, B, false,true,30.57,233.25,30,0,.31999999,.215,.0142,5.5500002,2.3299999,0,2.3547285,11.852955,3,24,0,0,0,0,1,0,0
1033575,0, , , unknown, false,0,2,356, true,9.9899998, A, true,false,110.14,814.25,59.990002,90.5,0,3.4949999,1.3174,157.74001,6,10.33,2.2091358,-7.3049417,6,22,0,0,0,0,1,0,0
1033591,44, professional, town, yes, true,6,1,726, true,0, B, false,true,30.99,247.5,39.990002,0,1,-1.11,-.0198,59.279999,11,8.3299999,1.3636364,1.1789787,10,24,0,0,0,0,1,0,0
1033623,26, professional, suburban, yes, true,8,1,619, false,0, B, false,true,30.5,222.5,30,0,0,1.97,.0099999998,27.68,12,1,1.5659559,-1.8456458,2.6700001,20,0,0,0,0,1,0,0
1033643,38, clerical, , yes, false,3,2,395, false,29.99, E, false,false,27.620001,518.5,40.5,0,.88,-1.45,.2238,.83999997,3,1,.59277779,18.663134,1.33,24,1.33,0,0,0,1,0,0
1033662,28, , suburban, no, false,6,1,726, true,0, B, false,true,30.34,34.25,29.99,0,0,-.32499999,-.037,0,6,0,.73521626,-4.4642339,0,24,0,0,0,0,1,0,0
1033676,46, , , yes, true,7,2,198, true,59.990002, D, false,true,68.309998,633.25,54.990002,90.75,0,-3.2449999,-.6268,124.72,50.330002,12.67,1.1327966,-5.5473199,10,18,1,0,0,0,1,0,0
1033690,0, , , unknown, false,0,4,247, true,0, B, true,false,30.24,265.5,39.990002,0,0,1.77,-.0049999999,14.94,10.33,.67000002,.26833731,4.0236478,3.6700001,20,.67000002,0,0,2,1,0,0
1033714,28, professional, , no, false,3,9,159, true,129.99001, B, false,true,155.97,2748.5,82.989998,223.25,.58999997,4.4099998,-.38519999,714.15997,71,36.669998,.62499708,-1.4390798,30.67,20,.33000001,0,0,0,1,0,0
1033745,0, , , unknown, false,0,1,618, true,0, B, true,false,85,732.25,57.209999,67,0,5.5949998,1.2636,191.66,16,.67000002,3.9856696,-12.064347,5.3299999,20,0,0,0,0,1,0,0
1033751,22, , suburban, unknown, false,2,2,134, true,129.99001, B, false,true,65.879997,827.5,51.98,12.5,0,-6.4499998,-.19320001,192.28,40,.33000001,1.1710111,-4.0276818,25.33,18,2.6700001,0,0,0,1,0,0
1033770,32, self-employed, suburban, unknown, false,6,1,556, true,0, B, false,true,50.450001,412,50,0,0,2.28,-.0089999996,168.85001,14,1.33,1.7251078,-3.137902,5,18,0,0,0,0,1,0,0
1033791,30, professional, suburban, yes, true,8,1,724, true,0, B, false,true,37.049999,299.5,32.490002,0,2.3399999,-1.35,-.0458,73.660004,10,4.3299999,6.7669902,-2.7051544,5.3299999,24,0,0,0,0,1,0,0
1033808,42, , town, unknown, false,8,1,555, true,0, B, false,true,55.869999,280.25,44.990002,19.5,12.33,-1.725,-.34740001,16.110001,9,3,4.2656665,-3.0932446,2.3299999,18,0,0,0,0,1,0,0
1033826,0, , s, unknown, false,0,2,125, true,9.9899998, B, true,false,72.709999,322.75,81.779999,0,.38999999,-3.855,-.199,40.299999,12.67,.33000001,1.9494873,-.86895758,4.3299999,18,0,0,0,0,1,0,0
1033848,42, professional, s, yes, false,9,1,555, false,0, B, false,true,32.779999,41,32.490002,0,0,-.02,-.0057999999,0,0,0,.2857143,8.0498276,1,18,0,0,0,0,1,0,0
1033857,0, , town, unknown, false,0,1,617, true,0, B, true,false,47.07,102,29.99,37.75,2.1300001,4.3600001,.81440002,9.9899998,2.3299999,1.33,2.0309279,5.5157056,2,20,0,0,0,0,1,0,0
1033868,30, clerical, , no, false,3,3,217, true,59.990002, D, false,true,50.330002,833,56.82,9,0,-6.2600002,.071000002,78.82,28.33,8,.82109582,12.383476,9.6700001,22,4.3299999,0,0,0,1,0,0
1033893,46, , suburban, no, false,7,1,616, true,0, B, false,true,37.189999,217.25,41.279999,0,0,1.9349999,-.044,27.9,6.6700001,0,.86124998,21.89109,2,20,1,0,0,0,1,0,0
1033911,70, , town, no, false,5,1,662, true,0, B, false,true,49.990002,558,59.990002,0,0,1.34,0,11.21,.67000002,0,2.000411,6.5457211,4.6700001,22,8,0,0,0,1,0,0
1033918,0, , , unknown, false,0,2,450, true,59.990002, C, true,false,101.32,504.5,104.99,0,0,.15000001,-.066799998,92.349998,27.67,1.67,3.1945834,2.6295881,6.6700001,18,1.33,0,0,0,1,0,0
1033945,36, , suburban, yes, true,6,1,723, true,0, B, false,true,40.279999,251.75,49.990002,0,.28999999,.72500002,-.0057999999,66.339996,25,3,41.165001,1.3050125,1.67,24,0,0,0,0,1,0,0
1033954,34, , suburban, yes, false,7,1,616, false,0, E, false,true,44.029999,465.25,44.990002,18.5,.58999997,2.855,.40020001,128.38,18,9.3299999,1.2454658,-.87762856,11.67,20,0,0,0,0,1,0,0
1033969,28, , town, unknown, false,2,2,4, false,29.99, D, false,true,50,17.25,50,0,0,1.035,0,0,0,0,0,-3.263613,0,24,0,0,0,3,1,0,0
1033992,46, , , no, false,2,1,615, true,0, G, true,false,75.610001,1186,70.150002,53.75,0,5.96,.39160001,140.77,297.32999,3,.86001277,1.9293563,50.669998,20,0,0,0,0,1,0,0
1034006,58, , town, yes, false,9,1,615, true,0, B, false,true,30.25,195.5,30,0,0,-1.05,.0148,11.36,7,2.6700001,2.2503517,-13.351059,9,20,0,0,0,0,1,0,0
1034023,30, professional, suburban, no, false,7,1,661, true,0, E, false,true,162.03999,1701,74.989998,227.5,0,-18.82,-1.816,1063.3,9,7,1.0667727,24.405056,13.33,22,.33000001,0,0,0,1,0,0
1034039,52, , , no, true,7,1,290, true,0, B, false,true,78.919998,494,74.989998,0,0,-.40000001,-.0134,88.989998,34.330002,4.6700001,5.77,4.7137489,9.3299999,18,0,0,0,0,1,0,0
1034063,50, , town, no, true,9,1,615, true,0, B, false,true,43.32,106.25,39.27,1,.16,-.285,-.1776,12.63,11,1,.70907712,-23.017897,2.6700001,20,.67000002,0,0,0,1,0,0
1034107,60, professional, suburban, yes, false,6,1,614, true,0, B, false,false,50.459999,246.75,59.990002,0,.47,-.13500001,-.0093999999,19.639999,2.3299999,.33000001,16.859123,-1.8210067,9.3299999,20,0,0,0,0,1,0,0
1034127,30, , suburban, yes, true,6,3,56, true,199.99001, B, false,true,76.209999,349.5,50,36.5,3.8099999,-1.55,-.0138,36.41,43,3,1.4893157,5.8010302,12.67,18,.33000001,0,0,0,1,0,0
1034142,44, self-employed, suburban, yes, true,9,1,660, true,0, B, false,true,47.900002,465,32.490002,47.25,0,-.02,-.229,29.58,15,2.6700001,2.1061363,-26.123753,13.67,22,.33000001,0,0,2,1,0,0
1034155,32, professional, , yes, true,6,1,720, true,0, B, false,true,15.44,233.25,15.44,0,0,2.2149999,-.1088,5.5599999,11.33,3.6700001,5.8965516,-10.556964,.67000002,24,0,0,0,0,1,0,0
1034166,36, , town, unknown, false,6,2,689, true,59.990002, B, true,false,32.490002,77.25,32.490002,0,0,.435,0,27,8.6700001,4.3299999,7.2397003,.090921409,1,24,0,0,0,0,1,0,0
1034198,42, , town, yes, true,3,3,156, false,149.99001, B, false,true,59.549999,278.25,69.989998,0,.94,.755,.020199999,85.629997,16,6,3.061471,-2.6937981,5,22,0,0,0,0,1,0,0
1034218,48, crafts, , yes, true,6,2,257, true,9.9899998, B, false,true,92.970001,813,59.990002,119.75,6.3099999,2.48,.62480003,137.25,59.669998,5.3299999,3.126574,-9.1473103,49,18,0,0,0,0,1,0,0
1034230,38, , suburban, yes, true,9,1,613, true,0, C, false,true,94.82,367.75,73.739998,0,20.290001,.26499999,2.3111999,30.41,15.67,.33000001,12.397642,7.7196817,7,20,0,0,0,0,1,0,0
1034237,50, , , unknown, false,4,2,176, true,9.9899998, G, false,false,43.389999,445.75,20.059999,71.5,.74000001,-1.4349999,-.5966,112.47,21,1,2.3558345,-3.8931711,32,20,7.3299999,0,0,0,1,0,0
1034277,40, professional, suburban, no, false,6,6,359, true,59.990002, E, false,true,207.92,1903.75,117.49,257.5,.1,-2.9549999,-.37940001,691.13,139,68.330002,2.1352572,-7.6737599,12.67,22,.67000002,0,0,0,1,0,0
1034298,20, , , no, false,6,2,529, true,129.99001, D, false,true,94.730003,775.25,75,16.75,4.6799998,-9.5450001,-.30399999,172.21001,84,13,.30127168,-9.6099148,9.6700001,18,.33000001,0,0,0,1,0,0
1034329,24, , , no, false,0,5,311, true,149.99001, C, true,false,53.970001,278.75,42.48,65,.57999998,-2.4349999,-.20020001,28.360001,42.669998,7,.52609372,-13.993185,5.3299999,18,0,0,0,0,1,0,0
1034352,30, professional, suburban, no, false,6,1,657, true,0, B, false,true,12.41,272,10,4,0,.36000001,.0014,61.279999,22.67,6.3299999,1.7740673,-3.90172,5,22,0,0,0,0,1,0,0
1034372,28, professional, , no, false,3,1,611, true,0, B, false,true,20.030001,523.5,10,35.75,1.09,2.8299999,.2994,130.87,52.330002,2,1.5758182,-5.4861488,10.33,20,0,0,0,0,1,0,0
1034387,0, , , unknown, false,0,3,309, true,79.989998, E, true,false,54.060001,445.75,49.59,0,0,3.405,-.0164,83.800003,71.330002,10.33,2.7295282,1.5841832,11.67,22,4,0,0,0,1,0,0
1034402,70, , , unknown, false,3,3,48, true,129.99001, F, false,true,42.189999,254.5,32.490002,0,.67000002,-.55000001,-.1564,36.029999,18.67,2.3299999,9.560626,13.272097,11.67,18,0,0,0,0,1,0,0
1034418,44, , town, no, false,6,2,114, true,79.989998, D, false,true,43.150002,110.5,52.25,0,.1,-2.21,-1.0954,23.440001,5.3299999,.33000001,7.5308056,-10.407294,4.6700001,20,0,0,0,0,1,0,0
1034449,64, professional, suburban, yes, false,6,2,156, true,29.99, C, false,true,42.389999,39.25,39.990002,0,0,-.38499999,-.027000001,.34999999,0,0,.88183421,.5448209,2,24,0,0,0,0,1,0,0
1034454,34, , , yes, false,6,2,298, true,9.9899998, A, false,true,37.709999,109.75,44.990002,0,0,-.39500001,-.054400001,5.0599999,1,0,4.6908879,-20.278555,3.3299999,22,0,0,0,0,1,0,0
1034468,58, crafts, , yes, false,4,1,610, true,0, F, false,true,31.040001,79,29.99,0,0,.95999998,-.0089999996,12.45,3.3299999,.33000001,1.3027272,-10.419972,2.6700001,20,0,0,0,0,1,0,0
1034485,36, , , no, true,1,2,335, false,9.9899998, C, false,true,34.450001,146.25,29.99,12.75,0,.155,.0018,32.599998,16.67,7.6700001,2.1039834,-1.5676401,2,20,0,0,0,0,1,0,0
1034500,22, student, suburban, no, false,2,1,610, true,0, B, false,true,72.779999,335.25,40.150002,0,.13,12.455,-.65579998,28.469999,9,.67000002,.43265072,3.8186142,28,20,2.6700001,0,0,0,1,0,0
1034511,26, , , no, false,4,2,371, true,79.989998, C, true,true,34.220001,6.5,29.99,0,.47999999,-.0099999998,-.0196,.050000001,1.67,0,1,5.9750891,.33000001,18,0,0,0,0,1,0,0
1034536,44, , suburban, no, false,9,5,364, true,79.989998, C, false,true,87.610001,1269,59.990002,77,.28999999,-2.8399999,.37920001,498.51999,45.330002,30.33,.90812302,-1.0822244,30.67,18,1.67,0,0,0,1,0,0
1034546,0, , , unknown, false,0,1,548, true,0, B, true,false,30.26,123.75,29.99,0,0,.625,-.0054000001,8.3100004,6,0,2.2947927,-7.7246842,2.3299999,18,0,0,0,2,1,0,0
1034561,34, professional, suburban, yes, true,6,5,195, true,149.99001, B, false,true,50.98,1847.25,59.990002,0,.28999999,.29499999,-.0198,1208.61,49,6.3299999,.43988228,-25.002871,3.6700001,18,4.6700001,0,0,0,1,0,0
1034582,44, , , yes, true,3,1,547, false,0, B, false,true,17.389999,17.25,16.99,0,0,.015,-.0080000004,.49000001,0,.33000001,1.0825,-8.0616589,2.6700001,18,0,0,0,0,1,0,0
1034608,54, professional, , yes, true,4,7,168, true,129.99001, B, false,true,62.919998,1384.5,69.989998,18.25,.58999997,-5.4899998,.036800001,0,0,0,0,-8.8765087,0,24,0,0,0,0,1,0,0
1034633,0, , , unknown, false,0,7,147, true,149.99001, B, true,false,92.870003,2159.75,64.660004,82.5,0,-21.855,-.44620001,756.96002,158.33,142,.69964951,-10.206448,50,22,12.67,0,0,0,1,0,0
1034650,0, , , unknown, false,0,1,716, true,0, C, true,false,38.080002,651.25,44.990002,12.5,.47,1.275,-.082999997,78.5,25.67,0,1.2151129,-3.0835898,4.3299999,24,0,0,0,0,1,0,0
1034656,32, , , no, false,5,1,547, true,0, B, false,true,32.470001,190,30,2.75,0,.66000003,.086999997,4.3400002,6,0,.71273541,-10.337777,12.33,18,1.33,0,0,0,1,0,0
